CENSUS_CODE_2011|VILLAGE|DISTRICT|STD_STATE_CODE|CITY|PINCODE
060710363058202|JATHERI|YAMUNANAGAR|HARYANA|CHHACHHRAULI|135103
060710363058259|MUKARAPUR|YAMUNANAGAR|HARYANA|CHHACHHRAULI|135103
060710363058157|NAWAZPUR|YAMUNANAGAR|HARYANA|CHHACHHRAULI|135101
060710363058222|TARUNWALA|YAMUNANAGAR|HARYANA|CHHACHHRAULI|135103
060710361057661|ARNAULI|YAMUNANAGAR|HARYANA|JAGADHRI|133104
060710361057687|BAL CHHAPAR|YAMUNANAGAR|HARYANA|JAGADHRI|135003
060710361057766|BASANTPUR|YAMUNANAGAR|HARYANA|JAGADHRI|133205
060710361057906|BHAGWAN GARH|YAMUNANAGAR|HARYANA|JAGADHRI|135101
060710361057800|BHAGWANGARH|YAMUNANAGAR|HARYANA|JAGADHRI|135133
060710361057703|BHAM BHOLI|YAMUNANAGAR|HARYANA|JAGADHRI|133103
060710361057656|BUDHERI|YAMUNANAGAR|HARYANA|JAGADHRI|135003
060710361057787|CHHOTA BASS|YAMUNANAGAR|HARYANA|JAGADHRI|133205
060710361057910|DARWA|YAMUNANAGAR|HARYANA|JAGADHRI|135001
060710361057914|DASANI|YAMUNANAGAR|HARYANA|JAGADHRI|135001
060710361057839|DHORANG|YAMUNANAGAR|HARYANA|JAGADHRI|135106
060710361057940|DIYALGARH|YAMUNANAGAR|HARYANA|JAGADHRI|135102
060710361057955|FATEHGARH|YAMUNANAGAR|HARYANA|JAGADHRI|135101
060710361057911|GADHAULI|YAMUNANAGAR|HARYANA|JAGADHRI|133103
060710361057946|GARHI BANJARA|YAMUNANAGAR|HARYANA|JAGADHRI|135003
060710361057741|GUNDANA|YAMUNANAGAR|HARYANA|JAGADHRI|133103
060710361057740|GUNDANI|YAMUNANAGAR|HARYANA|JAGADHRI|133103
060710361057901|HALUWALA|YAMUNANAGAR|HARYANA|JAGADHRI|135021
060710361057869|HARIPUR KAMBO|YAMUNANAGAR|HARYANA|JAGADHRI|135001
060710361057712|JANDHERA|YAMUNANAGAR|HARYANA|JAGADHRI|133205
060710361057902|JARAUDA|YAMUNANAGAR|HARYANA|JAGADHRI|135003
060710361057785|JUBAL|YAMUNANAGAR|HARYANA|JAGADHRI|135133
060710361057679|KALAWAR|YAMUNANAGAR|HARYANA|JAGADHRI|133103
060710361057705|KANARHI KHURD|YAMUNANAGAR|HARYANA|JAGADHRI|133203
060710361057804|KANJNON|YAMUNANAGAR|HARYANA|JAGADHRI|133206
060710361057920|KAT|YAMUNANAGAR|HARYANA|JAGADHRI|135101
060710361057836|KHAJURI|YAMUNANAGAR|HARYANA|JAGADHRI|135004
060710361057688|KOTAR KHANA|YAMUNANAGAR|HARYANA|JAGADHRI|133103
060710361057841|KUNJAL KAMBO|YAMUNANAGAR|HARYANA|JAGADHRI|133205
060710361057828|LAL CHHAPAR|YAMUNANAGAR|HARYANA|JAGADHRI|135133
060710361057824|MAJRI DAYALGARH|YAMUNANAGAR|HARYANA|JAGADHRI|135102
060710361057886|MANDEBARI|YAMUNANAGAR|HARYANA|JAGADHRI|135003
060710361057653|MANDHAR|YAMUNANAGAR|HARYANA|JAGADHRI|135003
060710361057704|MILAK MAJRA|YAMUNANAGAR|HARYANA|JAGADHRI|133103
060710361057749|MOHAMMADPUR|YAMUNANAGAR|HARYANA|JAGADHRI|135001
060710361057936|MUKARIMPUR|YAMUNANAGAR|HARYANA|JAGADHRI|135003
060710361057801|NACHRAON|YAMUNANAGAR|HARYANA|JAGADHRI|135133
060710361057685|PANJAURA|YAMUNANAGAR|HARYANA|JAGADHRI|135003
060710361057681|PANJAURI|YAMUNANAGAR|HARYANA|JAGADHRI|135003
060710361057655|PAONTI|YAMUNANAGAR|HARYANA|JAGADHRI|135003
060710361057799|RAPRI|YAMUNANAGAR|HARYANA|JAGADHRI|135133
060710361057915|RATANPURA|YAMUNANAGAR|HARYANA|JAGADHRI|135001
060710361057890|RATTOLI|YAMUNANAGAR|HARYANA|JAGADHRI|135003
060710361057818|SANDHALA|YAMUNANAGAR|HARYANA|JAGADHRI|135133
060710361057817|SANDHALI|YAMUNANAGAR|HARYANA|JAGADHRI|135133
060710361057669|UDDHAM GARH|YAMUNANAGAR|HARYANA|JAGADHRI|133204
060830407061723|JAHAZGARH SPLIT VILL.|JHAJJAR|HARYANA||124103
060750376059520|CHAMARARA|PANIPAT|HARYANA||132107
060820404061572|BHAINI BHARON|ROHTAK|HARYANA||124142
